"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8352521	Cebus hypoleucus É.Geoffroy Saint-Hilaire"," 1812	2436637	Cebus capucinus (Linnaeus"," 1758)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Cebus	2436635	Cebus capucinus	2436637	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786147	Simias concolor concolor Miller"," 1903	5786147	Simias concolor concolor Miller"," 1903	8	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Simias	4267129	Simias concolor	4267130	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10175622	BOLD:ADR7917	10175622	BOLD:ADR7917	2	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus sambiranensis	4266978	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4974538	Purgatorius titusi Buckley"," 1997	4974538	Purgatorius titusi Buckley"," 1997	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Purgatoriidae	4827520	Purgatorius	4827521	Purgatorius titusi	4974538	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7342635	Sciurocheirus alleni (Waterhouse"," 1838)	7342635	Sciurocheirus alleni (Waterhouse"," 1838)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Sciurocheirus	4827710	Sciurocheirus alleni	7342635	NT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4974594	Copelemur tutus (Cope"," 1877)	9548792	Tomitherium tutum (Cope"," 1877)	9	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Notharctidae	3239591	Copelemur	4827732	Tomitherium tutum	9548792	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4827484	Arctodontomys Gunnell"," 1985	4827484	Arctodontomys Gunnell"," 1985	12	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Microsyopidae	4827478	Arctodontomys	4827484			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8490186	Hemiacodon engardae Murphey & Dunn"," 2009	8490186	Hemiacodon engardae Murphey & Dunn"," 2009	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Omomyidae	4827112	Hemiacodon	4827141	Hemiacodon engardae	8490186	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267291	Galago thomasi Elliot"," 1907	4827709	Galagoides thomasi (Elliot"," 1907)	18	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galagoides	2436515	Galagoides thomasi	4827709	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5707412	Aotus lemurinus zonalis Goldman"," 1914	5786070	Aotus zonalis Goldman"," 1914	6	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Aotidae	3239574	Aotus	2436667	Aotus zonalis	5786070	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4974451	Navajovius mckennai (Szalay"," 1969)	4974451	Navajovius mckennai (Szalay"," 1969)	23	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Microsyopidae	4827478	Choctawius	8477798	Navajovius mckennai	4974451	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9008993	Gorilla gorilla matschiei Rothschild"," 1905	4267318	Gorilla gorilla gorilla (Savage & Wyman"," 1847)	2	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Gorilla	2436440	Gorilla gorilla	2436441	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786035	Avahi ramanantsoavanai Zaramody", Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall & Rumpler," 2006	5786036	Avahi ramanantsoavani Zaramody", Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall & Rumpler," 2006	39	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Indriidae	4827490	Avahi	2436425	Avahi ramanantsoavani	5786036	",,,,,,,,,,,,,,,,,,
"10601678	BOLD:ADR7909	10601678	BOLD:ADR7909	2	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus simmonsi	5786016	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10818487	BOLD:ADX7569	10818487	BOLD:ADX7569	3	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lepilemuridae	4266927	Lepilemur	2436489	Lepilemur edwardsi	2436494	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10557397	BOLD:AAK2004	10557397	BOLD:AAK2004	3	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Trachypithecus	2436533			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10832114	BOLD:ADW7322	10832114	BOLD:ADW7322	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus tanosi	8142656	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10019096	BOLD:ADR6761	10019096	BOLD:ADR6761	2	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus griseorufus	4266977	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10549716	BOLD:AAA0001	10549716	BOLD:AAA0001	86	UNRANKED	PROVISIONALLY_ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Homo	2436435	Homo neanderthalensis	4827584	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4974699	Khoratpithecus piriyai Chaimanee", Suteethorn, Jintasakul, Vidthayanon, Marandat & Jaeger," 2004	4974699	Khoratpithecus piriyai Chaimanee", Suteethorn, Jintasakul, Vidthayanon, Marandat & Jaeger," 2004	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Khoratpithecus	4827700	Khoratpithecus piriyai	4974699	",,,,,,,,,,,,,,,,,,,,,,,,
"4974668	Phileosimias brahuiorum Marivaux et al."," 2005	4974668	Phileosimias brahuiorum Marivaux et al."," 2005	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Eosimiidae	4827184	Phileosimias	4974667	Phileosimias brahuiorum	4974668	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8160643	Tarsius tumpara Shekelle", Groves, Merker & Supriatna," 2008	8160643	Tarsius tumpara Shekelle", Groves, Merker & Supriatna," 2008	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Tarsiidae	9426	Tarsius	2436483	Tarsius tumpara	8160643	CR",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4974768	Siamopithecus eocaenus Chaimanee et al."," 1997	4974768	Siamopithecus eocaenus Chaimanee et al."," 1997	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Amphipithecidae	4827506	Siamopithecus	4827069	Siamopithecus eocaenus	4974768	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9375762	Phenacolemur fuscus (Russell et al."," 1967)	9375762	Phenacolemur fuscus (Russell et al."," 1967)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Paromomyidae	4827420	Arcius	4827428	Phenacolemur fuscus	9375762	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4974536	Elphidotarsius shotgunensis Gazin"," 1971	4974536	Elphidotarsius shotgunensis Gazin"," 1971	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Carpolestidae	4827461	Elphidotarsius	4827462	Elphidotarsius shotgunensis	4974536	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8572288	Afradapis longicristatus Seiffert et al."," 2009	8572288	Afradapis longicristatus Seiffert et al."," 2009	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Adapidae	3239541	Afradapis	8626133	Afradapis longicristatus	8572288	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4827077	Nannopithex Stehlin"," 1916	4827077	Nannopithex Stehlin"," 1916	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Microchoeridae	3239628	Nannopithex	4827077			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8647599	Propithecia neuquenensis (Kay et al."," 1998)	8647599	Propithecia neuquenensis (Kay et al."," 1998)	1	SPECIES	PROVISIONALLY_ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Proteropithecia	4827188	Propithecia neuquenensis	8647599	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4940877	Carpodaptes rosei	4940877	Carpodaptes rosei	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Carpolestidae	4827461	Carpodaptes	4827465	Carpodaptes rosei	4940877	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8528272	Pelycodus eppsi Cooper"," 1932	8528272	Pelycodus eppsi Cooper"," 1932	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Notharctidae	3239591	Pelycodus	4827738	Pelycodus eppsi	8528272	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9613557	Plecturocebus olallae (Lönnberg"," 1939)	9613557	Plecturocebus olallae (Lönnberg"," 1939)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Plecturocebus	8755067	Plecturocebus olallae	9613557	CR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9049073	Presbytis nemaeus moi Kloss"," 1926	4267166	Pygathrix nigripes (A.Milne-Edwards"," 1871)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Pygathrix	2436527	Pygathrix nigripes	4267166	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4827725	Homo lar Linneaus"," 1771	5219553	Hylobates lar (Linnaeus"," 1771)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hylobatidae	5484	Hylobates	2436497	Hylobates lar	5219553	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8348094	Simia syndactyla Raffles"," 1821	4267277	Symphalangus syndactylus (Raffles"," 1821)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hylobatidae	5484	Symphalangus	4267276	Symphalangus syndactylus	4267277	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4827711	Hemigalago Dahlbom"," 1857	2436518	Galago É.Geoffroy Saint-Hilaire"," 1796	3	GENUS	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galago	2436518			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7868037	Microcebus macarthurii Radespiel", Olivieri, Rasolofoson, Rakotondratsimba, Rakotonirainy, Rasoloharijoana et al.," 2008	7868037	Microcebus macarthurii Radespiel", Olivieri, Rasolofoson, Rakotondratsimba, Rakotonirainy, Rasoloharijoana et al.," 2008	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus macarthurii	7868037	EN",,,,,,,,,,,,,,,,,,,,,,
"10406603	BOLD:AAF6822	10406603	BOLD:AAF6822	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca fuscata	2436608	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12153993	Homo sapiens neanderthalensis Kleinshmidt"," 1922	4827584	Homo neanderthalensis King"," 1864	2	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Homo	2436435	Homo neanderthalensis	4827584	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11187243	Plecturocebus parecis Gusmão", Messias, Carneiro, Schneider, de Alencar, Caluro, Dalponte, Mattos, Ferrari et al.," 2019	11187243	Plecturocebus parecis Gusmão", Messias, Carneiro, Schneider, de Alencar, Caluro, Dalponte, Mattos, Ferrari et al.," 2019	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Plecturocebus	8755067	Plecturocebus parecis	11187243	NT",,,,,,,,,,,,,,,,
"5786011	Microcebus mittermeieri Louis Jr.", Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor & Brenneman," 2006	5786011	Microcebus mittermeieri Louis Jr.", Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor & Brenneman," 2006	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus mittermeieri	5786011	",,,,,,,,,,,,,,,,,,,,
"8990133	Pithecus pileatus saturatus Hinton"," 1923	4267063	Trachypithecus pileatus pileatus (Blyth"," 1843)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Trachypithecus	2436533	Trachypithecus pileatus	2436538	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8927332	Cephalopachus bancanus natunensis (Chasen"," 1940)	8927332	Cephalopachus bancanus natunensis (Chasen"," 1940)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Tarsiidae	9426	Cephalopachus	8383434	Cephalopachus bancanus	7503658	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6075601	Colobus angolensis prigoginei Verheyen"," 1959	6075601	Colobus angolensis prigoginei Verheyen"," 1959	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Colobus	5963043	Colobus angolensis	5963047	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7237060	Presbytis Reichenbach"," 1863	7237060	Presbytis Reichenbach"," 1863	1	GENUS	PROVISIONALLY_ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798			Presbytis	7237060			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786410	Eulemur fulvus albifrons (É.Geoffroy Saint-Hilaire"," 1796)	9131667	Eulemur albifrons (É.Geoffroy Saint-Hilaire"," 1796)	21	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lemuridae	5485	Eulemur	2436417	Eulemur albifrons	9131667	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267295	Otolemur garnettii panganiensis Matschie"," 1905	4267295	Otolemur garnettii panganiensis Matschie"," 1905	54	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Otolemur	2436509	Otolemur garnettii	2436511	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436435	Homo Linnaeus"," 1758	2436435	Homo Linnaeus"," 1758	7763	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Homo	2436435			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786085	Lagothrix lagothricha (Humboldt"," 1812)	5786085	Lagothrix lagothricha (Humboldt"," 1812)	1300	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Lagothrix	2436656	Lagothrix lagothricha	5786085	VU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5707381	Cercopithecus mitis stuhlmanni Matschie"," 1893	5707381	Cercopithecus mitis stuhlmanni Matschie"," 1893	375	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus mitis	5219578	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9054060	Cercopithecus kolbi hindei Pocock"," 1907	5786289	Cercopithecus mitis kolbi Neumann"," 1902	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus mitis	5219578	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11044298	Colobus badius tholloni (Colyn"," 1991)	4267001	Piliocolobus tholloni A.Milne-Edwards"," 1886	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Piliocolobus	4266981	Piliocolobus tholloni	4267001	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6075606	Colobus angolensis cottoni Lydekker"," 1905	6075606	Colobus angolensis cottoni Lydekker"," 1905	19	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Colobus	5963043	Colobus angolensis	5963047	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4827675	Australopithecus africanus Dart"," 1925	4827675	Australopithecus africanus Dart"," 1925	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Australopithecus	4827673	Australopithecus africanus	4827675	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6100692	Colobus angolensis adolfi-friederici Matschie"," 1914	6075607	Colobus angolensis ruwenzorii Thomas"," 1901	14	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Colobus	5963043	Colobus angolensis	5963047	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786289	Cercopithecus mitis kolbi Neumann"," 1902	5786289	Cercopithecus mitis kolbi Neumann"," 1902	370	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus mitis	5219578	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11343267	Chlorocebus pygerythrus centralis (Neumann"," 1900)	9181193	Chlorocebus pygerythrus rufoviridis (I.Geoffroy Saint-Hilaire"," 1843)	1114	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Chlorocebus	2436565	Chlorocebus pygerythrus	7262034	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436490	Lepilemur ruficaudatus Grandidier"," 1867	2436490	Lepilemur ruficaudatus Grandidier"," 1867	80	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lepilemuridae	4266927	Lepilemur	2436489	Lepilemur ruficaudatus	2436490	CR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4266952	Tarsius bancanus borneanus Elliot"," 1910	8491763	Cephalopachus bancanus borneanus (Elliot"," 1910)	26	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Tarsiidae	9426	Cephalopachus	8383434	Cephalopachus bancanus	7503658	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436589	Lophocebus albigena (Gray"," 1850)	2436589	Lophocebus albigena (Gray"," 1850)	358	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Lophocebus	2436587	Lophocebus albigena	2436589	VU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786042	Loris tardigradus malabaricus Wroughton"," 1917	4267335	Loris lydekkerianus malabaricus Wroughton"," 1917	5	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lorisidae	3239561	Loris	2436625	Loris lydekkerianus	7262073	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9090332	Presbytis cristata (Raffles"," 1821)	2436542	Trachypithecus cristatus (Raffles"," 1821)	84	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Trachypithecus	2436533	Trachypithecus cristatus	2436542	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5219584	Cercopithecus hamlyni Pocock"," 1907	5219584	Cercopithecus hamlyni Pocock"," 1907	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus hamlyni	5219584	VU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436441	Gorilla gorilla (Savage"," 1847)	2436441	Gorilla gorilla (Savage"," 1847)	72	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Gorilla	2436440	Gorilla gorilla	2436441	CR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8812426	Presbytis obscura (Reid"," 1837)	8812426	Presbytis obscura (Reid"," 1837)	128	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Presbytis	3239596	Presbytis obscura	8812426	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6075609	Colobus guereza matschiei Neumann"," 1899	6075609	Colobus guereza matschiei Neumann"," 1899	253	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Colobus	5963043	Colobus guereza	5963045	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4827633	Paranthropus Broom"," 1938	4827633	Paranthropus Broom"," 1938	12	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Paranthropus	4827633			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267140	Macaca fuscata yakui Kuroda"," 1941	4267140	Macaca fuscata yakui Kuroda"," 1941	99	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca fuscata	2436608	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5219542	Callithrix jacchus (Linnaeus"," 1758)	5219542	Callithrix jacchus (Linnaeus"," 1758)	2639	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Callithrix	2436453	Callithrix jacchus	5219542	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267143	Macaca fascicularis aurea I.Geoffroy Saint-Hilaire"," 1831	4267143	Macaca fascicularis aurea I.Geoffroy Saint-Hilaire"," 1831	38	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca fascicularis	2436603	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436436	Homo sapiens Linnaeus"," 1758	2436436	Homo sapiens Linnaeus"," 1758	21050	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Homo	2436435	Homo sapiens	2436436	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436566	Chlorocebus aethiops (Linnaeus"," 1758)	2436566	Chlorocebus aethiops (Linnaeus"," 1758)	685	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Chlorocebus	2436565	Chlorocebus aethiops	2436566	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5786047	Loris tardigradus nordicus Hill"," 1933	5786047	Loris tardigradus nordicus Hill"," 1933	11	SUBSPECIES	AMBIGUOUS_SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lorisidae	3239561	Loris	2436625	Loris lydekkerianus	7262073	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9523044	Plecturocebus moloch (Hoffmannsegg"," 1807)	9523044	Plecturocebus moloch (Hoffmannsegg"," 1807)	74	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Plecturocebus	8755067	Plecturocebus moloch	9523044	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4267229	Alouatta guariba clamitans Cabrera"," 1940	4267229	Alouatta guariba clamitans Cabrera"," 1940	740	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Alouatta	2436647	Alouatta guariba	7262055	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8088503	Saguinus leucogenys (Gray"," 1866)	9583990	Leontocebus leucogenys (Gray"," 1866)	39	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Leontocebus	5428933	Leontocebus leucogenys	9583990	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7460229	Semnopithecus vetulus (Erxleben"," 1777)	7460229	Semnopithecus vetulus (Erxleben"," 1777)	628	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Semnopithecus	2436563	Semnopithecus vetulus	7460229	EN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9181193	Chlorocebus pygerythrus rufoviridis (I.Geoffroy Saint-Hilaire"," 1843)	9181193	Chlorocebus pygerythrus rufoviridis (I.Geoffroy Saint-Hilaire"," 1843)	86	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Chlorocebus	2436565	Chlorocebus pygerythrus	7262034	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9527247	Cheracebus lucifer (Thomas"," 1914)	9527247	Cheracebus lucifer (Thomas"," 1914)	97	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Cheracebus	9057356	Cheracebus lucifer	9527247	LC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436393	Callicebus melanochir (Wied-Neuwied"," 1820)	2436393	Callicebus melanochir (Wied-Neuwied"," 1820)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Callicebus	2436376	Callicebus melanochir	2436393	VU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2436651	Alouatta sara Elliot"," 1910	2436651	Alouatta sara Elliot"," 1910	212	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Alouatta	2436647	Alouatta sara	2436651	NT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
